new_date,state,cases,deaths,percent_uninsured,percent_vaccinated,cases_k,deaths_k,percent_insured
202012,Alaska,134931,491.0,17.98,31.0,134.93,0.49,82.02
202012,Arizona,1384367,27166.0,13.12,38.0,1384.37,27.17,86.88
202012,Arkansas,642117,10175.0,8.92,43.0,642.12,10.18,91.08
202012,California,5137934,78144.0,7.87,41.0,5137.93,78.14,92.13
202012,Colorado,983842,13072.0,10.73,43.0,983.84,13.07,89.27
202012,Connecticut,491074,20385.0,5.28,54.0,491.07,20.39,94.72
202012,Delaware,148517,3117.0,6.41,54.0,148.52,3.12,93.59
202012,District of Columbia,88171,2760.0,4.3,38.0,88.17,2.76,95.7
202012,Florida,4083109,75319.0,15.53,39.0,4083.11,75.32,84.47
202012,Georgia,1858775,37368.0,16.3,42.0,1858.78,37.37,83.7
202012,Hawaii,72795,982.0,5.13,37.5,72.8,0.98,94.87
202012,Idaho,424515,4028.0,14.01,36.0,424.52,4.03,85.99
202012,Illinois,3023623,54066.0,6.11,43.0,3023.62,54.07,93.89
202012,Indiana,1433092,23992.0,9.1,48.0,1433.09,23.99,90.9
202012,Iowa,946641,10235.0,5.57,49.0,946.64,10.24,94.43
202012,Kansas,662825,6249.0,10.74,37.0,662.82,6.25,89.26
202012,Kentucky,771709,8622.0,6.74,43.0,771.71,8.62,93.26
202012,Louisiana,968727,26028.0,9.79,40.0,968.73,26.03,90.21000000000001
202012,Maine,49559,876.0,11.51,42.5,49.56,0.88,88.49
202012,Maryland,820379,18782.0,6.26,50.5,820.38,18.78,93.74
202012,Massachusetts,913986,43362.0,3.43,52.0,913.99,43.36,96.57
202012,Michigan,1607643,39675.0,6.96,42.0,1607.64,39.67,93.04
202012,Minnesota,1320814,14936.0,5.74,48.0,1320.81,14.94,94.26
202012,Mississippi,631831,15482.0,15.3,39.0,631.83,15.48,84.7
202012,Missouri,1295278,16964.0,12.81,39.0,1295.28,16.96,87.19
202012,Montana,259459,2864.0,11.79,34.0,259.46,2.86,88.21000000000001
202012,Nebraska,533635,4591.0,10.7,35.0,533.64,4.59,89.3
202012,Nevada,636280,8942.0,12.63,33.0,636.28,8.94,87.37
202012,New Hampshire,88960,2158.0,7.45,49.5,88.96,2.16,92.55
202012,New Jersey,1399784,68692.0,7.64,50.0,1399.78,68.69,92.36
202012,New Mexico,408190,6597.0,10.74,38.0,408.19,6.6,89.26
202012,New York,2698069,137263.0,5.31,51.0,2698.07,137.26,94.69
202012,North Carolina,1503675,21687.0,13.44,49.5,1503.68,21.69,86.56
202012,North Dakota,322844,3886.0,9.96,42.0,322.84,3.89,90.03999999999999
202012,Ohio,1771843,26854.0,7.01,48.0,1771.84,26.85,92.99
202012,Oklahoma,814471,7266.0,18.65,46.0,814.47,7.27,81.35
202012,Oregon,315596,3878.0,8.79,39.5,315.6,3.88,91.21000000000001
202012,Pennsylvania,1551339,43614.0,6.66,48.0,1551.34,43.61,93.34
202012,Rhode Island,200959,5328.0,3.67,50.0,200.96,5.33,96.33
202012,South Carolina,888823,17810.0,13.15,46.0,888.82,17.81,86.85
202012,South Dakota,330861,4040.0,12.03,34.0,330.86,4.04,87.97
202012,Tennessee,1509881,18763.0,11.84,47.0,1509.88,18.76,88.16
202012,Texas,5201956,90161.0,21.14,38.0,5201.96,90.16,78.86
202012,Utah,815131,3633.0,11.77,44.0,815.13,3.63,88.23
202012,Vermont,18073,298.0,5.83,47.0,18.07,0.3,94.17
202012,Virginia,974426,16513.0,11.31,50.0,974.43,16.51,88.69
202012,Washington,715773,12000.0,8.02,42.0,715.77,12.0,91.98
202012,West Virginia,201920,3124.0,7.81,39.0,201.92,3.12,92.19
202012,Wisconsin,1696046,14971.0,6.76,50.0,1696.05,14.97,93.24
202012,Wyoming,139127,974.0,14.46,41.0,139.13,0.97,85.53999999999999
